mode,topic,candidates,ballots,p50,p90,p95,p99,p999,perfect_four
daily,Things That Make a Great Road Trip,100,10000,28.98,37.69,39.32,40,40,Things That Make a Great Road Trip Candidate 001 | Things That Make a Great Road Trip Candidate 002 | Things That Make a Great Road Trip Candidate 003 | Things That Make a Great Road Trip Candidate 004
daily,Things You Should Never Cheap Out On,100,10000,29.39,37.62,39.53,40,40,Things You Should Never Cheap Out On Candidate 001 | Things You Should Never Cheap Out On Candidate 002 | Things You Should Never Cheap Out On Candidate 003 | Things You Should Never Cheap Out On Candidate 004
daily,Things You'd Want in a Zombie Apocalypse,100,10000,29.18,37.18,40,40,40,Things You'd Want in a Zombie Apocalypse Candidate 001 | Things You'd Want in a Zombie Apocalypse Candidate 002 | Things You'd Want in a Zombie Apocalypse Candidate 003 | Things You'd Want in a Zombie Apocalypse Candidate 004
daily,Things That Make You Feel Like an Adult,100,10000,29.48,37.32,40,40,40,Things That Make You Feel Like an Adult Candidate 001 | Things That Make You Feel Like an Adult Candidate 002 | Things That Make You Feel Like an Adult Candidate 003 | Things That Make You Feel Like an Adult Candidate 004
daily,Things That Make You Feel Young,100,10000,28.58,36.94,38.61,40,40,Things That Make You Feel Young Candidate 001 | Things That Make You Feel Young Candidate 002 | Things That Make You Feel Young Candidate 003 | Things That Make You Feel Young Candidate 004
daily,Things Everyone Lies About,100,10000,28.66,36.75,40,40,40,Things Everyone Lies About Candidate 001 | Things Everyone Lies About Candidate 002 | Things Everyone Lies About Candidate 003 | Things Everyone Lies About Candidate 004
daily,Things Everyone Pretends to Like,100,10000,29.0,37.47,38.85,40,40,Things Everyone Pretends to Like Candidate 001 | Things Everyone Pretends to Like Candidate 002 | Things Everyone Pretends to Like Candidate 003 | Things Everyone Pretends to Like Candidate 004
daily,Things That Make Airports Better,100,10000,29.2,37.18,38.79,40,40,Things That Make Airports Better Candidate 001 | Things That Make Airports Better Candidate 002 | Things That Make Airports Better Candidate 003 | Things That Make Airports Better Candidate 004
daily,Things That Make Airports Worse,100,10000,29.1,37.86,39.39,40,40,Things That Make Airports Worse Candidate 001 | Things That Make Airports Worse Candidate 002 | Things That Make Airports Worse Candidate 003 | Things That Make Airports Worse Candidate 004
daily,Things You'd Do With an Extra Day Off,100,10000,28.67,36.76,40,40,40,Things You'd Do With an Extra Day Off Candidate 001 | Things You'd Do With an Extra Day Off Candidate 002 | Things You'd Do With an Extra Day Off Candidate 003 | Things You'd Do With an Extra Day Off Candidate 004
daily,Things You'd Want on a Snow Day,100,10000,29.02,37.27,40,40,40,Things You'd Want on a Snow Day Candidate 001 | Things You'd Want on a Snow Day Candidate 002 | Things You'd Want on a Snow Day Candidate 003 | Things You'd Want on a Snow Day Candidate 004
